x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,x91,y91,x92,y92,x93,y93,x94,y94,x95,y95,x96,y96,x97,y97,x98,y98,x99,y99,x100,y100,x101,y101,x102,y102,x103,y103,x104,y104,x105,y105,x106,y106,x107,y107,x108,y108,x109,y109,x110,y110,x111,y111,x112,y112,x113,y113,x114,y114,x115,y115,x116,y116,x117,y117,x118,y118,x119,y119,x120,y120,x121,y121,x122,y122,x123,y123,x124,y124,x125,y125,x126,y126,x127,y127,x128,y128,x129,y129,x130,y130,x131,y131,x132,y132,x133,y133,x134,y134,x135,y135,x136,y136,x137,y137,x138,y138,x139,y139,x140,y140,x141,y141,x142,y142,x143,y143,x144,y144,x145,y145,x146,y146,x147,y147,x148,y148,x149,y149,x150,y150,x151,y151,x152,y152,x153,y153,x154,y154,x155,y155,x156,y156,x157,y157,x158,y158,x159,y159,x160,y160,x161,y161,x162,y162,x163,y163,x164,y164,x165,y165,x166,y166,x167,y167,x168,y168,x169,y169,x170,y170,x171,y171,x172,y172,x173,y173,x174,y174,x175,y175,x176,y176,x177,y177,x178,y178,x179,y179,x180,y180,x181,y181,x182,y182,x183,y183,x184,y184,x185,y185,x186,y186,x187,y187,x188,y188,x189,y189,x190,y190,x191,y191,x192,y192,x193,y193,x194,y194,x195,y195,x196,y196,x197,y197,x198,y198,x199,y199,x200,y200,x201,y201,x202,y202,x203,y203,x204,y204,x205,y205,x206,y206,x207,y207,x208,y208,x209,y209,x210,y210,x211,y211,x212,y212,x213,y213,x214,y214,x215,y215,x216,y216,x217,y217,x218,y218,x219,y219,x220,y220,x221,y221,x222,y222,x223,y223,x224,y224,x225,y225,x226,y226,x227,y227,x228,y228,x229,y229,x230,y230,x231,y231,x232,y232,x233,y233,x234,y234,x235,y235,x236,y236,x237,y237,x238,y238,x239,y239,x240,y240,x241,y241,x242,y242,x243,y243,x244,y244,x245,y245,x246,y246,x247,y247,x248,y248,x249,y249,x250,y250,x251,y251,x252,y252,x253,y253,x254,y254,x255,y255,x256,y256,x257,y257,x258,y258,x259,y259,x260,y260,x261,y261,x262,y262,x263,y263,x264,y264,x265,y265,x266,y266,x267,y267,x268,y268,x269,y269,x270,y270,x271,y271,x272,y272,x273,y273,x274,y274,x275,y275,x276,y276,x277,y277,x278,y278,x279,y279,x280,y280,x281,y281,x282,y282,x283,y283,x284,y284,x285,y285,x286,y286,x287,y287,x288,y288,x289,y289,x290,y290,x291,y291,x292,y292,x293,y293,x294,y294,x295,y295,x296,y296,x297,y297,x298,y298,x299,y299,x300,y300,x301,y301,x302,y302,x303,y303,x304,y304,x305,y305,x306,y306,x307,y307,x308,y308,x309,y309,x310,y310,x311,y311,x312,y312,x313,y313,x314,y314,x315,y315,x316,y316,x317,y317,x318,y318,x319,y319,x320,y320,x321,y321,x322,y322,x323,y323,x324,y324,x325,y325,x326,y326,x327,y327,x328,y328,x329,y329,x330,y330,x331,y331,x332,y332,x333,y333,x334,y334,x335,y335,x336,y336,x337,y337,x338,y338,x339,y339,x340,y340,x341,y341,x342,y342,x343,y343,x344,y344,x345,y345,x346,y346,x347,y347,x348,y348,x349,y349,x350,y350,x351,y351,x352,y352,x353,y353,x354,y354,x355,y355,x356,y356,x357,y357,x358,y358,x359,y359,x360,y360,x361,y361,x362,y362,x363,y363,x364,y364,x365,y365,x366,y366,x367,y367,x368,y368,x369,y369,x370,y370,x371,y371,x372,y372,x373,y373,x374,y374,x375,y375,x376,y376,x377,y377,x378,y378,x379,y379,x380,y380,x381,y381,x382,y382,x383,y383,x384,y384,x385,y385,x386,y386,x387,y387,x388,y388,x389,y389,x390,y390,x391,y391,x392,y392,x393,y393,x394,y394,x395,y395,x396,y396,x397,y397,x398,y398,x399,y399,x400,y400,x401,y401,x402,y402,x403,y403,x404,y404,x405,y405,x406,y406,x407,y407,x408,y408,x409,y409,x410,y410,x411,y411,x412,y412,x413,y413,x414,y414,x415,y415,x416,y416,x417,y417,x418,y418,x419,y419,x420,y420,x421,y421,x422,y422,x423,y423,x424,y424,x425,y425,x426,y426,x427,y427,x428,y428,x429,y429,x430,y430,x431,y431,x432,y432,x433,y433,x434,y434,x435,y435,x436,y436,x437,y437,x438,y438,x439,y439,x440,y440,x441,y441,x442,y442,x443,y443,x444,y444,x445,y445,x446,y446,x447,y447,x448,y448,x449,y449,x450,y450,x451,y451,x452,y452,x453,y453,x454,y454,x455,y455,x456,y456,x457,y457,x458,y458,x459,y459,x460,y460,x461,y461,x462,y462,x463,y463,x464,y464,x465,y465,x466,y466,x467,y467,x468,y468,x469,y469,x470,y470,x471,y471,x472,y472,x473,y473,x474,y474,x475,y475,x476,y476,x477,y477,x478,y478,x479,y479,x480,y480,x481,y481,x482,y482,x483,y483,x484,y484,x485,y485,x486,y486,x487,y487,x488,y488,x489,y489,x490,y490,x491,y491,x492,y492,class
58,28,59,28,60,28,51,29,52,29,53,29,54,29,55,29,56,29,57,29,61,29,62,29,63,29,64,29,65,29,47,30,48,30,49,30,50,30,66,30,67,30,44,31,45,31,46,31,68,31,69,31,43,32,44,32,69,32,70,32,43,33,70,33,71,33,43,34,53,34,54,34,55,34,56,34,57,34,58,34,59,34,60,34,61,34,62,34,63,34,64,34,71,34,72,34,43,35,48,35,49,35,50,35,51,35,52,35,65,35,66,35,72,35,43,36,44,36,45,36,46,36,47,36,48,36,66,36,67,36,73,36,67,37,68,37,73,37,36,38,37,38,38,38,68,38,74,38,29,39,30,39,31,39,32,39,33,39,34,39,35,39,39,39,40,39,41,39,42,39,43,39,44,39,45,39,46,39,47,39,48,39,49,39,50,39,51,39,52,39,68,39,69,39,74,39,75,39,25,40,26,40,27,40,28,40,29,40,53,40,54,40,69,40,75,40,76,40,22,41,23,41,24,41,54,41,55,41,69,41,70,41,76,41,77,41,19,42,20,42,21,42,56,42,57,42,70,42,71,42,77,42,16,43,17,43,18,43,58,43,59,43,71,43,72,43,78,43,16,44,30,44,31,44,32,44,33,44,34,44,35,44,36,44,37,44,38,44,39,44,40,44,41,44,42,44,43,44,44,44,45,44,46,44,47,44,48,44,49,44,50,44,51,44,59,44,60,44,72,44,78,44,16,45,27,45,28,45,29,45,30,45,51,45,52,45,60,45,61,45,73,45,79,45,16,46,24,46,25,46,26,46,53,46,54,46,61,46,62,46,73,46,79,46,16,47,21,47,22,47,23,47,54,47,55,47,62,47,63,47,74,47,79,47,80,47,16,48,21,48,56,48,57,48,63,48,74,48,80,48,16,49,21,49,57,49,58,49,64,49,74,49,75.0,49.0,80.0,49.0,16.0,50.0,21.0,50.0,22.0,50.0,39.0,50.0,40.0,50.0,41.0,50.0,42.0,50.0,43.0,50.0,58.0,50.0,59.0,50.0,64.0,50.0,75.0,50.0,81.0,50.0,16.0,51.0,22.0,51.0,37.0,51.0,38.0,51.0,39.0,51.0,43.0,51.0,44.0,51.0,59.0,51.0,65.0,51.0,75.0,51.0,81.0,51.0,16.0,52.0,17.0,52.0,23.0,52.0,37.0,52.0,44.0,52.0,60.0,52.0,65.0,52.0,76.0,52.0,81.0,52.0,82.0,52.0,17.0,53.0,23.0,53.0,37.0,53.0,44.0,53.0,60.0,53.0,65.0,53.0,76.0,53.0,82.0,53.0,18.0,54.0,24.0,54.0,37.0,54.0,44.0,54.0,60.0,54.0,65.0,54.0,76.0,54.0,77.0,54.0,82.0,54.0,18.0,55.0,24.0,55.0,37.0,55.0,43.0,55.0,44.0,55.0,60.0,55.0,65.0,55.0,77.0,55.0,82.0,55.0,19.0,56.0,24.0,56.0,25.0,56.0,37.0,56.0,38.0,56.0,39.0,56.0,40.0,56.0,41.0,56.0,42.0,56.0,43.0,56.0,60.0,56.0,66.0,56.0,77.0,56.0,82.0,56.0,19.0,57.0,25.0,57.0,60.0,57.0,66.0,57.0,77.0,57.0,82.0,57.0,20.0,58.0,25.0,58.0,60.0,58.0,66.0,58.0,77.0,58.0,83.0,58.0,20.0,59.0,26.0,59.0,60.0,59.0,66.0,59.0,77.0,59.0,83.0,59.0,20.0,60.0,21.0,60.0,26.0,60.0,60.0,60.0,65.0,60.0,77.0,60.0,83.0,60.0,21.0,61.0,27.0,61.0,59.0,61.0,60.0,61.0,65.0,61.0,77.0,61.0,83.0,61.0,21.0,62.0,27.0,62.0,28.0,62.0,58.0,62.0,59.0,62.0,65.0,62.0,77.0,62.0,83.0,62.0,22.0,63.0,28.0,63.0,29.0,63.0,57.0,63.0,58.0,63.0,65.0,63.0,77.0,63.0,83.0,63.0,22.0,64.0,23.0,64.0,29.0,64.0,30.0,64.0,57.0,64.0,64.0,64.0,65.0,64.0,77.0,64.0,83.0,64.0,23.0,65.0,30.0,65.0,57.0,65.0,63.0,65.0,64.0,65.0,77.0,65.0,83.0,65.0,24.0,66.0,30.0,66.0,31.0,66.0,57.0,66.0,62.0,66.0,63.0,66.0,77.0,66.0,83.0,66.0,24.0,67.0,25.0,67.0,31.0,67.0,32.0,67.0,57.0,67.0,58.0,67.0,59.0,67.0,60.0,67.0,61.0,67.0,77.0,67.0,83.0,67.0,25.0,68.0,26.0,68.0,32.0,68.0,33.0,68.0,77.0,68.0,82.0,68.0,26.0,69.0,33.0,69.0,34.0,69.0,35.0,69.0,77.0,69.0,82.0,69.0,27.0,70.0,35.0,70.0,36.0,70.0,37.0,70.0,38.0,70.0,39.0,70.0,76.0,70.0,77.0,70.0,82.0,70.0,27.0,71.0,28.0,71.0,40.0,71.0,41.0,71.0,42.0,71.0,43.0,71.0,44.0,71.0,75.0,71.0,76.0,71.0,82.0,71.0,29.0,72.0,30.0,72.0,44.0,72.0,45.0,72.0,46.0,72.0,47.0,72.0,72.0,72.0,73.0,72.0,74.0,72.0,75.0,72.0,82.0,72.0,30.0,73.0,31.0,73.0,47.0,73.0,48.0,73.0,49.0,73.0,50.0,73.0,51.0,73.0,52.0,73.0,53.0,73.0,54.0,73.0,55.0,73.0,56.0,73.0,57.0,73.0,58.0,73.0,59.0,73.0,60.0,73.0,61.0,73.0,62.0,73.0,63.0,73.0,64.0,73.0,65.0,73.0,66.0,73.0,67.0,73.0,68.0,73.0,69.0,73.0,70.0,73.0,71.0,73.0,72.0,73.0,81.0,73.0,31.0,74.0,32.0,74.0,33.0,74.0,80.0,74.0,81.0,74.0,33.0,75.0,34.0,75.0,35.0,75.0,36.0,75.0,37.0,75.0,79.0,75.0,80.0,75.0,38.0,76.0,39.0,76.0,40.0,76.0,41.0,76.0,42.0,76.0,78.0,76.0,79.0,76.0,43.0,77.0,44.0,77.0,45.0,77.0,46.0,77.0,74.0,77.0,75.0,77.0,76.0,77.0,77.0,77.0,46.0,78.0,47.0,78.0,48.0,78.0,49.0,78.0,50.0,78.0,51.0,78.0,68.0,78.0,69.0,78.0,70.0,78.0,71.0,78.0,72.0,78.0,73.0,78.0,74.0,78.0,52.0,79.0,53.0,79.0,54.0,79.0,55.0,79.0,56.0,79.0,57.0,79.0,58.0,79.0,59.0,79.0,60.0,79.0,61.0,79.0,62.0,79.0,63.0,79.0,64.0,79.0,65.0,79.0,66.0,79.0,67.0,79.0,A
43,25,44,25,45,25,46,25,47,25,48,25,49,25,50,25,51,25,37,26,38,26,39,26,40,26,41,26,42,26,52,26,53,26,54,26,55,26,56,26,35,27,36,27,37,27,57,27,58,27,34,28,35,28,58,28,59,28,34,29,59,29,60,29,34,30,60,30,61,30,34,31,39,31,40,31,41,31,42,31,43,31,44,31,45,31,46,31,47,31,48,31,49,31,50,31,51,31,52,31,53,31,54,31,61,31,62,31,34,32,37,32,38,32,55,32,56,32,62,32,34,33,35,33,36,33,37,33,56,33,57,33,62,33,57,34,63,34,57,35,58,35,63,35,58,36,63,36,16,37,17,37,18,37,19,37,20,37,58,37,64,37,16,38,21,38,22,38,23,38,24,38,25,38,26,38,27,38,28,38,29,38,30,38,31,38,32,38,33,38,34,38,35,38,36,38,37,38,59,38,64,38,65,38,15,39,38,39,39,39,40,39,41,39,42,39,59,39,65,39,15,40,42,40,43,40,60,40,65,40,15,41,43,41,60,41,66,41,15,42,43,42,60,42,66,42,15,43,22,43,23,43,24,43,25,43,43,43,61,43,66,43,15,44,21,44,26,44,27,44,28,44,29,44,30,44,31,44,32,44,33,44,34,44,35,44,36,44,37,44,38,44,44,44,61,44,67,44,15,45,20,45,38,45,44,45,61,45,62,45,67,45,15,46,20,46,38,46,44,46,62,46,68,46,15,47,20,47,38,47,44,47,63,47,68,47,15,48,21,48,38,48,44,48,63,48,68,48,15,49,21,49,38,49,44,49,63,49,64,49,69,49,15,50,21,50,38,50,44,50,64,50,69,50,15,51,21,51,38,51,44,51,64,51,69,51,15,52,21,52,38,52,44,52,64,52,69,52,70,52,15,53,21,53,38,53,44,53,65,53,70,53,15.0,54.0,21.0,54.0,29.0,54.0,38.0,54.0,44.0,54.0,65.0,54.0,70.0,54.0,15.0,55.0,21.0,55.0,27.0,55.0,28.0,55.0,30.0,55.0,31.0,55.0,38.0,55.0,44.0,55.0,65.0,55.0,70.0,55.0,15.0,56.0,21.0,56.0,27.0,56.0,31.0,56.0,38.0,56.0,44.0,56.0,65.0,56.0,70.0,56.0,15.0,57.0,21.0,57.0,26.0,57.0,32.0,57.0,38.0,57.0,44.0,57.0,65.0,57.0,70.0,57.0,15.0,58.0,21.0,58.0,27.0,58.0,31.0,58.0,38.0,58.0,44.0,58.0,65.0,58.0,71.0,58.0,15.0,59.0,21.0,59.0,27.0,59.0,28.0,59.0,30.0,59.0,31.0,59.0,38.0,59.0,44.0,59.0,65.0,59.0,71.0,59.0,15.0,60.0,21.0,60.0,29.0,60.0,39.0,60.0,43.0,60.0,65.0,60.0,71.0,60.0,15.0,61.0,21.0,61.0,39.0,61.0,43.0,61.0,65.0,61.0,71.0,61.0,15.0,62.0,21.0,62.0,39.0,62.0,40.0,62.0,41.0,62.0,42.0,62.0,43.0,62.0,65.0,62.0,71.0,62.0,15.0,63.0,21.0,63.0,65.0,63.0,71.0,63.0,15.0,64.0,21.0,64.0,65.0,64.0,71.0,64.0,15.0,65.0,21.0,65.0,65.0,65.0,71.0,65.0,15.0,66.0,21.0,66.0,65.0,66.0,71.0,66.0,16.0,67.0,21.0,67.0,65.0,67.0,71.0,67.0,16.0,68.0,21.0,68.0,65.0,68.0,71.0,68.0,16.0,69.0,21.0,69.0,22.0,69.0,65.0,69.0,71.0,69.0,16.0,70.0,22.0,70.0,23.0,70.0,65.0,70.0,71.0,70.0,16.0,71.0,17.0,71.0,23.0,71.0,24.0,71.0,25.0,71.0,26.0,71.0,65.0,71.0,71.0,71.0,17.0,72.0,26.0,72.0,27.0,72.0,28.0,72.0,65.0,72.0,71.0,72.0,18.0,73.0,29.0,73.0,30.0,73.0,31.0,73.0,32.0,73.0,65.0,73.0,71.0,73.0,18.0,74.0,19.0,74.0,33.0,74.0,34.0,74.0,35.0,74.0,36.0,74.0,37.0,74.0,38.0,74.0,65.0,74.0,71.0,74.0,19.0,75.0,20.0,75.0,21.0,75.0,39.0,75.0,40.0,75.0,41.0,75.0,42.0,75.0,43.0,75.0,44.0,75.0,65.0,75.0,70.0,75.0,22.0,76.0,23.0,76.0,24.0,76.0,44.0,76.0,45.0,76.0,46.0,76.0,47.0,76.0,48.0,76.0,49.0,76.0,50.0,76.0,51.0,76.0,52.0,76.0,53.0,76.0,54.0,76.0,55.0,76.0,56.0,76.0,57.0,76.0,58.0,76.0,59.0,76.0,60.0,76.0,61.0,76.0,62.0,76.0,63.0,76.0,64.0,76.0,65.0,76.0,70.0,76.0,25.0,77.0,26.0,77.0,27.0,77.0,70.0,77.0,27.0,78.0,28.0,78.0,29.0,78.0,30.0,78.0,31.0,78.0,70.0,78.0,32.0,79.0,33.0,79.0,34.0,79.0,35.0,79.0,36.0,79.0,37.0,79.0,38.0,79.0,69.0,79.0,70.0,79.0,38.0,80.0,39.0,80.0,40.0,80.0,41.0,80.0,42.0,80.0,43.0,80.0,68.0,80.0,69.0,80.0,43.0,81.0,44.0,81.0,45.0,81.0,46.0,81.0,47.0,81.0,48.0,81.0,49.0,81.0,64.0,81.0,65.0,81.0,66.0,81.0,67.0,81.0,68.0,81.0,50.0,82.0,51.0,82.0,52.0,82.0,53.0,82.0,54.0,82.0,55.0,82.0,56.0,82.0,57.0,82.0,58.0,82.0,59.0,82.0,60.0,82.0,61.0,82.0,62.0,82.0,63.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A
58,20,59,20,60,20,61,20,62,20,58,21,62,21,58,22,62,22,58,23,63,23,22,24,23,24,24,24,25,24,26,24,27,24,58,24,63,24,22,25,27,25,58,25,63,25,22,26,28,26,58,26,63,26,22,27,28,27,29,27,58,27,64,27,22,28,23,28,29,28,30,28,58,28,59,28,64,28,23,29,24,29,30,29,59,29,64,29,24,30,25,30,31,30,59,30,64,30,25,31,26,31,31,31,59,31,64,31,26,32,32,32,59,32,65,32,27,33,32,33,59,33,65,33,27,34,33,34,60,34,65,34,28,35,33,35,60,35,65,35,28,36,33,36,60,36,65,36,28,37,33,37,60,37,65,37,28,38,33,38,60,38,65,38,66,38,28,39,34,39,60,39,61,39,66,39,29,40,34,40,61,40,66,40,29,41,34,41,61,41,66,41,29,42,34,42,61,42,66,42,67,42,29,43,34,43,61,43,62,43,67,43,29,44,34,44,62,44,67,44,29,45,34,45,62,45,67,45,29,46,34,46,62,46,67,46,29,47,35,47,62,47,67,47,29,48,35,48,62,48,67,48,29,49,35,49,62,49,68,49,29,50,35,50,62,50,68,50,29,51,35,51,62,51,68,51,29,52,35,52,62,52,68,52,29,53,35,53,62,53,68,53,29,54,35,54,62,54,68,54,29,55,35,55,62,55,68,55,29,56,35,56,62,56,68,56,29,57,35,57,62,57,68,57,29,58,35,58,62,58,68,58,29,59,35,59,62,59,68,59,29,60,35,60,62,60,68,60,29,61,35,61,62,61,68,61,29,62,35,62,62,62,67,62,29,63,35,63,62,63,67,63,29,64,35,64,62,64,67,64,29,65,35,65,62,65,67,65,29,66,35,66,62,66,67,66,29,67,35,67,62,67,67,67,29,68,35,68,62,68,67,68,29.0,69.0,35.0,69.0,61.0,69.0,67.0,69.0,29.0,70.0,35.0,70.0,61.0,70.0,67.0,70.0,30.0,71.0,35.0,71.0,61.0,71.0,67.0,71.0,30.0,72.0,35.0,72.0,61.0,72.0,66.0,72.0,30.0,73.0,35.0,73.0,61.0,73.0,66.0,73.0,30.0,74.0,35.0,74.0,61.0,74.0,66.0,74.0,30.0,75.0,35.0,75.0,61.0,75.0,66.0,75.0,30.0,76.0,35.0,76.0,60.0,76.0,66.0,76.0,30.0,77.0,36.0,77.0,60.0,77.0,65.0,77.0,30.0,78.0,36.0,78.0,60.0,78.0,65.0,78.0,31.0,79.0,36.0,79.0,59.0,79.0,65.0,79.0,31.0,80.0,36.0,80.0,59.0,80.0,64.0,80.0,31.0,81.0,36.0,81.0,37.0,81.0,58.0,81.0,59.0,81.0,64.0,81.0,31.0,82.0,37.0,82.0,38.0,82.0,57.0,82.0,58.0,82.0,64.0,82.0,31.0,83.0,38.0,83.0,39.0,83.0,40.0,83.0,41.0,83.0,56.0,83.0,57.0,83.0,63.0,83.0,32.0,84.0,42.0,84.0,43.0,84.0,44.0,84.0,45.0,84.0,46.0,84.0,47.0,84.0,48.0,84.0,49.0,84.0,50.0,84.0,51.0,84.0,52.0,84.0,53.0,84.0,54.0,84.0,55.0,84.0,56.0,84.0,63.0,84.0,32.0,85.0,33.0,85.0,62.0,85.0,34.0,86.0,35.0,86.0,61.0,86.0,62.0,86.0,35.0,87.0,36.0,87.0,60.0,87.0,61.0,87.0,37.0,88.0,38.0,88.0,39.0,88.0,40.0,88.0,59.0,88.0,60.0,88.0,41.0,89.0,42.0,89.0,43.0,89.0,44.0,89.0,45.0,89.0,46.0,89.0,47.0,89.0,54.0,89.0,55.0,89.0,56.0,89.0,57.0,89.0,58.0,89.0,48.0,90.0,49.0,90.0,50.0,90.0,51.0,90.0,52.0,90.0,53.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
59,17,60,17,61,17,62,17,63,17,59,18,63,18,64,18,59,19,64,19,59,20,65,20,60,21,65,21,66,21,60,22,66,22,67,22,61,23,67,23,61,24,62,24,68,24,62,25,63,25,68,25,63,26,68,26,69,26,63,27,64,27,69,27,64,28,69,28,64,29,69,29,24,30,25,30,26,30,27,30,28,30,29,30,30,30,64,30,69,30,24,31,30,31,31,31,64,31,69,31,24,32,31,32,64,32,70,32,24,33,31,33,32,33,64,33,70,33,24,34,25,34,32,34,64,34,70,34,25,35,26,35,27,35,32,35,64,35,70,35,27,36,32,36,64,36,70,36,27,37,33,37,64,37,70,37,27,38,28,38,33,38,64,38,70,38,28,39,33,39,64,39,70,39,28,40,34,40,64,40,70,40,28,41,34,41,64,41,70,41,29,42,35,42,64,42,70,42,29,43,35,43,64,43,70,43,30,44,35,44,64,44,69,44,30,45,35,45,64,45,69,45,30,46,35,46,63,46,64,46,69,46,30,47,36,47,63,47,69,47,30,48,36,48,63,48,68,48,69,48,30,49,36,49,62,49,68,49,30,50,36,50,62,50,67,50,68,50,30,51,36,51,62,51,67,51,30,52,36,52,61,52,67,52,30,53,36,53,61,53,66,53,30,54,36,54,60,54,61,54,66,54,30,55,36,55,60,55,66,55,30,56,36,56,59,56,60,56,65,56,30,57,36,57,59,57,65,57,30,58,36,58,58,58,64,58,65,58,30,59,36,59,58,59,63,59,64,59,30,60,36,60,57,60,58,60,63,60,30,61,36,61,57,61,62,61,63,61,30,62,36,62,56,62,57,62,62,62,30,63,36,63,55,63,56,63,62,63,30,64,36,64,54,64,55,64,61,64,30,65,36,65,54,65,60,65,61,65,30,66,36,66,53.0,66.0,59.0,66.0,60.0,66.0,31.0,67.0,36.0,67.0,52.0,67.0,53.0,67.0,58.0,67.0,59.0,67.0,31.0,68.0,36.0,68.0,51.0,68.0,52.0,68.0,58.0,68.0,31.0,69.0,36.0,69.0,37.0,69.0,38.0,69.0,39.0,69.0,40.0,69.0,41.0,69.0,42.0,69.0,43.0,69.0,44.0,69.0,45.0,69.0,46.0,69.0,47.0,69.0,48.0,69.0,49.0,69.0,50.0,69.0,51.0,69.0,57.0,69.0,31.0,70.0,57.0,70.0,31.0,71.0,56.0,71.0,32.0,72.0,55.0,72.0,56.0,72.0,32.0,73.0,33.0,73.0,54.0,73.0,55.0,73.0,33.0,74.0,34.0,74.0,35.0,74.0,36.0,74.0,50.0,74.0,51.0,74.0,52.0,74.0,53.0,74.0,54.0,74.0,37.0,75.0,38.0,75.0,39.0,75.0,40.0,75.0,41.0,75.0,42.0,75.0,43.0,75.0,44.0,75.0,45.0,75.0,46.0,75.0,47.0,75.0,48.0,75.0,49.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
